file_name,descriptors
easy_111_1101.jpg,"[[ 24 177 106 ... 132 252 222]
 [ 37 169  81 ... 171 192 165]
 [154 217  67 ...  14  60 178]
 ...
 [ 95  65  71 ... 183 104  20]
 [138 222  86 ...  12 189 143]
 [ 30 161 210 ...   7  45 196]]"
easy_112_1001.jpg,"[[ 62   1 114 ... 170 114 128]
 [242 219 106 ... 150 182  91]
 [ 66 196  86 ...   8 241 139]
 ...
 [ 11 243 106 ...  14 189 215]
 [ 31  83 107 ... 187 112 113]
 [ 94  64 114 ... 151 241 213]]"
easy_113_0011.jpg,"[[  3  31  67 ... 143 251 221]
 [ 83 240  11 ...   0  35  15]
 [ 47 222 228 ... 255 122 181]
 ...
 [ 58 221 114 ...  26 236 175]
 [ 58  25  51 ...  63 116 251]
 [ 48 157  25 ...  10 133  35]]"
easy_114_1110.jpg,"[[139 176 126 ... 140 233 215]
 [228 156 140 ... 120 215 202]
 [124 124 189 ... 251  86 115]
 ...
 [ 58 142 194 ...  76 248 142]
 [ 20  21 127 ... 251 245 226]
 [154 244  42 ...  14  61 166]]"
easy_115_0010.jpg,"[[ 39 159  63 ... 106  35 249]
 [107  33 119 ... 130 227 161]
 [146 251 222 ...  52 175 207]
 ...
 [ 27  91 123 ... 140  37 253]
 [ 58  57  98 ... 140 126 215]
 [ 29  27 127 ... 161  64 113]]"
easy_116_111.jpg,"[[ 18 108 121 ...  26 149 179]
 [135 244 105 ... 154 151 215]
 [146 142  83 ... 140  37 221]
 ...
 [ 74 223  67 ... 132 173 221]
 [186  73  98 ... 158 124 142]
 [ 33 149  17 ... 138 208 185]]"
easy_117_0101.jpg,"[[  1 209  31 ...  26 161 169]
 [214  30  78 ... 235  60 115]
 [222   6  46 ... 229  53  96]
 ...
 [ 10 159  34 ...  76  61 223]
 [ 57 118 193 ... 254  88 185]
 [  1 102 205 ... 248  83 185]]"
easy_118_1111.jpg,"[[  0 221 126 ... 144 231 171]
 [138 158  62 ...  76 165 251]
 [174 121  34 ...  63 254 214]
 ...
 [155  77 107 ... 182  56 252]
 [194 216  36 ...  60 189  94]
 [ 55 110 233 ... 251  80 176]]"
easy_119_0011.jpg,"[[205  18 245 ... 227  65 113]
 [ 66 169 156 ...   7 159 206]
 [ 74 178 148 ...  68 133  71]
 ...
 [189  94 109 ... 187 112 113]
 [ 48 143 108 ... 234 244 169]
 [ 94  25 187 ... 115  37 115]]"
easy_11_1111.jpg,"[[107  24 231 ...  68 246 223]
 [255 243 125 ... 167 206 117]
 [ 13 117  29 ... 178 129 113]
 ...
 [236 214 252 ... 253 206  83]
 [ 16 157  27 ...  10 165  59]
 [253 119  94 ... 255 234  81]]"
easy_120_0011.jpg,"[[115 114  90 ...  46  42  87]
 [ 57 255 105 ... 159  94 249]
 [ 16 188  17 ...  64 165 186]
 ...
 [206 182 174 ...  68 189  87]
 [ 62  98 236 ... 255 116 210]
 [166 113 132 ... 127 157 215]]"
easy_121_0011.jpg,"[[ 54  29 194 ... 127 191 214]
 [253  89 111 ... 187 112 121]
 [231 143 239 ... 254 214 218]
 ...
 [ 11 159 187 ... 204 161 249]
 [ 50 251 106 ... 155 254 223]
 [128 188 123 ...  72 231 171]]"
easy_122_1011.jpg,"[[ 39  98 232 ...  59  82 197]
 [ 44  16 124 ... 233  68 211]
 [ 74 255 152 ...  16 143  27]
 ...
 [ 95  80 251 ... 247 103 113]
 [219  31  86 ... 228  40  21]
 [ 92  19 255 ... 251 132 115]]"
easy_123_0100.jpg,"[[ 40 133  60 ...  88 214 234]
 [ 58 237  82 ...  22  43 154]
 [ 67 188 148 ...  84 139  95]
 ...
 [ 10 154  34 ...  12 189 223]
 [187  16 107 ... 139 112 241]
 [ 47 251 225 ... 191 112 245]]"
easy_124_1110.jpg,"[[ 14 198 158 ... 223 171 145]
 [ 47 123  66 ... 175  90 149]
 [146 204  38 ...  12 181 106]
 ...
 [ 11 121 100 ... 148 216  93]
 [189  12 102 ... 237  88 196]
 [125 237 193 ... 119 114  37]]"
easy_125_0011.jpg,"[[ 72 185 191 ...  32  37 122]
 [109 177 169 ... 166  70 112]
 [221  50 149 ... 225   3 113]
 ...
 [ 17 155  67 ... 131  56 157]
 [221  88 236 ... 247 108 117]
 [122 157 111 ... 124 180 122]]"
easy_126_0111.jpg,"[[ 58 227  26 ...  62  45  14]
 [216 112 182 ...  69 163  27]
 [204  54 255 ... 243  71 113]
 ...
 [ 10 249 115 ... 135  39 251]
 [ 43 203  96 ... 143  89 221]
 [ 43 182 176 ...  12 219 215]]"
easy_127_0001.jpg,"[[ 79 242 151 ... 183 133 117]
 [ 66 187 190 ...  68 165  95]
 [  9  31 127 ... 241 101 241]
 ...
 [188  30 126 ... 249 116 243]
 [ 34 245  41 ...   8 214 250]
 [ 98 181 115 ...  70 231 255]]"
easy_128_0111.jpg,"[[ 47 183  64 ... 138 248 133]
 [ 26 206 234 ... 212 190 222]
 [ 18 156  58 ...  76 173 215]
 ...
 [ 45 248 185 ...  24 217 143]
 [202 145  14 ...   4 175 219]
 [ 99 249 234 ...  60 219 223]]"
easy_129_1111.jpg,"[[ 11 113 107 ... 166 118 245]
 [104  48 184 ...  68 207  71]
 [ 42 177  33 ...  12 220 250]
 ...
 [ 86  12 246 ... 107  49   2]
 [ 47  91  99 ... 191 112 245]
 [111  82 230 ... 173 120 245]]"
easy_12_1110.jpg,"[[237 117 157 ... 251 194  48]
 [252 113 124 ... 179 207  83]
 [254 172 190 ... 125 207 195]
 ...
 [ 50  92 234 ... 255 117 218]
 [213 114 249 ... 187  83  57]
 [126 161 188 ... 127 143   3]]"
easy_130_1101.jpg,"[[196 237 149 ... 123 131   2]
 [ 69 199  29 ... 243  65  33]
 [252 172 156 ... 113 198   2]
 ...
 [210 219  78 ... 144  37 123]
 [ 16  45  83 ...   2 103 173]
 [114 184 228 ...  12 222  94]]"
easy_131_1001.jpg,"[[ 84 172 157 ...  96 195  34]
 [199 253  62 ... 183 139 213]
 [212 102 188 ... 121 133  35]
 ...
 [152  56 190 ... 232  37 251]
 [ 11 159 106 ... 134 169 245]
 [195 152  86 ...   4  41 143]]"
easy_132_0110.jpg,"[[244 108 122 ... 121  86  11]
 [ 71 205 173 ... 119 176 108]
 [  2 159 146 ...  68 173 223]
 ...
 [154  31 102 ... 140  61 221]
 [  9 142  83 ... 128 225  40]
 [ 42  49 106 ... 143 118 255]]"
easy_133_1100.jpg,"[[189 251 107 ... 175 118 241]
 [130 184 159 ...   8  37 250]
 [  7 178 253 ... 162   5 241]
 ...
 [ 78 171 254 ... 134 143  86]
 [254  28 190 ... 117  47  95]
 [ 62  42 170 ... 111 215 210]]"
easy_134_0001.jpg,"[[ 98 160 214 ... 168 232 138]
 [ 57 226 226 ... 222 252 168]
 [ 14 249 254 ... 241 167 211]
 ...
 [  2 221  42 ...  92 165 223]
 [194 197  21 ...  10 161 134]
 [123 105 240 ... 244  78 110]]"
easy_135_0011.jpg,"[[ 88 184 186 ... 128 199 123]
 [130 218 151 ...   4 161 143]
 [212  60 189 ... 113 135 115]
 ...
 [148 158 238 ... 251 176  89]
 [205  52 189 ... 224 129  97]
 [175 239  65 ... 255 218 148]]"
easy_136_0111.jpg,"[[195 158 159 ... 192 129  41]
 [ 42 249 106 ...  14 252 222]
 [ 80 169 156 ...  96 137  10]
 ...
 [217 184 191 ...   0 199 122]
 [ 67 191 250 ... 192 234  31]
 [218  30 189 ...  64  37 123]]"
easy_137_0001.jpg,"[[ 80  96  25 ...  19   7  98]
 [ 10 223 122 ...  84 173 251]
 [ 75 221  35 ...  84 173 223]
 ...
 [139 209 103 ... 150 218 251]
 [174  96 172 ...  29  93 230]
 [ 66 212 154 ...  82 173  75]]"
easy_138_0101.jpg,"[[  5 228 243 ... 211  75 165]
 [134 252 150 ...  93 161 155]
 [151 108 202 ... 115 107 156]
 ...
 [ 63  89 123 ... 183  43 209]
 [ 41  27 127 ... 131 112 249]
 [134 184 122 ...   5 237 215]]"
easy_139_0110.jpg,"[[ 67  64   8 ...  20 216   6]
 [  5 110 218 ... 242 111 140]
 [207 164 163 ... 244  56  71]
 ...
 [ 79 190 145 ...  85 139  93]
 [173 112 249 ... 187  82 160]
 [ 51   7 110 ... 174 116 212]]"
easy_13_1010.jpg,"[[ 57 140 105 ... 138 244 249]
 [  6 233 181 ...  95 213  46]
 [124 125 189 ... 243   6  35]
 ...
 [160 105 107 ...  27 112 168]
 [162 159 114 ... 140 253 223]
 [ 99  19 127 ... 142  71 255]]"
easy_140_1111.jpg,"[[107 108 226 ...  92 218 206]
 [156  85 123 ... 247 135 241]
 [181 109  97 ... 251 210 160]
 ...
 [ 25 120 187 ... 186 117 251]
 [ 35  90  98 ...  28  57 223]
 [ 90 157  94 ...   4 173  15]]"
easy_141_0111.jpg,"[[131 186 226 ...  12 249 221]
 [ 41  29 115 ... 138 102 188]
 [ 33 176 127 ... 128  67 249]
 ...
 [ 74 186 242 ...   4  47 215]
 [ 38 110  98 ... 127 126 199]
 [ 90  95  23 ... 245  41  57]]"
easy_142_1111.jpg,"[[ 23  95  70 ... 247  41 149]
 [125  52 139 ... 247  58  82]
 [ 56 121 122 ... 131 102 170]
 ...
 [143 156  63 ...  83 165 115]
 [220 184 152 ...  97  15  82]
 [201 220  63 ... 211 161  51]]"
easy_143_0011.jpg,"[[ 94 233 245 ... 134  33   9]
 [ 28 126 151 ... 241 135  49]
 [ 94  79  67 ... 191  52 123]
 ...
 [  2  63 234 ... 124 183 219]
 [ 59  51 107 ... 142  60 245]
 [  0 157  59 ...   8 161 186]]"
easy_144_1111.jpg,"[[178 205 100 ... 156 240 140]
 [ 78 186 238 ... 173 124 247]
 [ 34 205  34 ...  94 177 137]
 ...
 [ 26 151  62 ... 134 173  95]
 [ 90 151  87 ... 134 173 123]
 [139 210 191 ...   5  45 243]]"
easy_145_1000.jpg,"[[  9 129  82 ... 138 233 160]
 [ 57  18 220 ... 140 106 221]
 [205 115 175 ... 177  95 113]
 ...
 [229 249 149 ... 185  66  48]
 [ 65  28 189 ... 121 193  58]
 [ 11  51 122 ... 132  45 223]]"
easy_146_1110.jpg,"[[239 245 255 ... 247 191 243]
 [158 158 214 ... 125 252 155]
 [106 189 190 ... 204 171 139]
 ...
 [ 65 136  23 ...   0  65 122]
 [ 90 142 119 ... 132 165 123]
 [131 144  45 ... 131 161 179]]"
easy_147_1110.jpg,"[[ 59  74 192 ... 191  90 157]
 [133 226 145 ... 153  33 161]
 [  7  30 239 ... 243 117 117]
 ...
 [ 15 218 114 ... 143  45 215]
 [ 95  27 235 ... 247  41 117]
 [250  42 174 ... 108 191 223]]"
easy_148_0011.jpg,"[[179 110 234 ... 255 120 204]
 [126  80 114 ... 191 124  87]
 [141 148 183 ... 193  97 181]
 ...
 [120  41 184 ...  40  94  98]
 [216 209 123 ... 138 228  43]
 [107 237 172 ... 148 234 234]]"
easy_149_1001.jpg,"[[ 66 152 250 ... 128  53 235]
 [ 96  76 151 ... 122 116  46]
 [ 85  40   6 ...  35  35 164]
 ...
 [199  71 151 ... 243 131  65]
 [191 143 226 ... 255 248 212]
 [ 39 223 237 ... 255 248 221]]"
easy_14_1111.jpg,"[[ 25   0 239 ... 138 112 240]
 [181  56  19 ... 171 112 180]
 [125  92 238 ... 251 120 112]
 ...
 [ 10 205 126 ...  28 253 238]
 [ 35 121 249 ... 155  67 251]
 [ 11 187 117 ... 132   7 255]]"
easy_150_0011.jpg,"[[ 73 145 185 ...  10 217  14]
 [193 144  63 ... 136 213 251]
 [ 60  85 121 ... 187 102 242]
 ...
 [194 248  58 ...  12 143  95]
 [ 70 232 190 ... 113 165 234]
 [ 56 221 125 ...   8  70 107]]"
easy_151_1110.jpg,"[[219 207 102 ... 119 249 204]
 [ 28 252 120 ... 255 204  99]
 [223 255 237 ... 247  92 117]
 ...
 [  2 152 150 ...  38  47 223]
 [167  13 103 ... 205 112 252]
 [138 186  51 ...  12 165 255]]"
easy_152_0011.jpg,"[[215  44 173 ... 113 183 116]
 [ 15 176 242 ... 140 171 213]
 [  0 169   7 ...   8 241 136]
 ...
 [ 65  88 219 ... 112 107 191]
 [122 155 110 ... 132  63  95]
 [146 185 114 ...  76 189 222]]"
easy_153_1110.jpg,"[[ 13 157 187 ... 139 240 162]
 [ 38 200 173 ...  25 148 222]
 [ 88 222 169 ...  72  21 106]
 ...
 [ 11 114 250 ... 246  11 213]
 [122 180 232 ... 116 206 127]
 [250 220 252 ... 196  14 127]]"
easy_154_1100.jpg,"[[205 156 150 ... 101 235   2]
 [220 196 173 ... 113 198 114]
 [212  92 222 ... 251  32  18]
 ...
 [ 39  58 193 ... 237  90 149]
 [226 188  62 ...  64 143  91]
 [119  96 131 ... 180 122 214]]"
easy_155_0011.jpg,"[[ 51 165  96 ... 222 187 206]
 [ 26  40 174 ...  68 167 202]
 [202 136 126 ...   4 143 215]
 ...
 [208  77  31 ... 240  70  42]
 [222 125 254 ... 117  47 203]
 [120 172 188 ...  88 198  42]]"
easy_156_0010.jpg,"[[219 127 238 ... 246 190 253]
 [126 253 101 ... 255 214 255]
 [252  36 156 ... 113  78  34]
 ...
 [207  52 191 ... 228  39 115]
 [ 82 120 242 ... 116  47 223]
 [187 243 105 ... 150 206 217]]"
easy_157_1110.jpg,"[[176   0 251 ... 136 116 161]
 [ 27  89 107 ... 153 117 249]
 [124  40 156 ... 227  15   2]
 ...
 [139 222  99 ... 190 245 253]
 [ 78  16 188 ... 100 141   3]
 [131 148  45 ...  68 133 253]]"
easy_158_0011.jpg,"[[ 75 178 173 ... 140  29  93]
 [ 60  30 118 ... 175 106 147]
 [ 13 136 146 ... 145 161 161]
 ...
 [  3 157 107 ... 134 245 251]
 [189  94 111 ... 255 112 241]
 [ 27  58 102 ... 132  12 125]]"
easy_159_1111.jpg,"[[ 96 232 229 ...   4 198 246]
 [147 185 123 ...   0   3 219]
 [ 56 110  14 ... 253  94  78]
 ...
 [ 17 157  95 ... 136 240  57]
 [ 71 234 134 ... 149 161 221]
 [111 112 229 ... 119  86 119]]"
easy_15_0011.jpg,"[[169 189  26 ...  28 253 222]
 [216 221  62 ... 245 204 122]
 [246  93 252 ... 250 198  78]
 ...
 [137  28 125 ... 248 245 249]
 [ 43 177  99 ... 142 254 245]
 [ 94  48 176 ...  13  15 210]]"
easy_160_0011.jpg,"[[ 35 153  49 ...  10 121 142]
 [251 245 216 ...  87  10  30]
 [110 179 176 ...   6 134 119]
 ...
 [174 198 101 ... 157 165 240]
 [ 39  55 199 ... 243 242 249]
 [195 153 235 ... 136 245 125]]"
easy_161_1101.jpg,"[[ 48 204  90 ...  51 106 139]
 [169 121 123 ... 179  66 249]
 [231 228 164 ... 127 219 196]
 ...
 [ 19 141 107 ... 170 145 241]
 [118 185  17 ...  11  39 179]
 [122 113 178 ...  30   6  91]]"
easy_162_0001.jpg,"[[ 82 219 202 ... 134 169  27]
 [237  99 133 ... 187  82  33]
 [ 37 235 141 ...  58  34 140]
 ...
 [125 167 193 ... 255 210 228]
 [ 10 157  63 ...  72 165 122]
 [  1  75 115 ... 185 117 237]]"
easy_163_1001.jpg,"[[ 54 207 106 ... 158 124 221]
 [ 56  83  74 ... 179 126 211]
 [108 165 248 ... 138 214 162]
 ...
 [209  64  28 ... 177 105   0]
 [104  16  97 ...  12 122 242]
 [ 57  91 107 ... 187 114 249]]"
easy_164_1111.jpg,"[[122 245 254 ... 116 111 255]
 [124 188 184 ...  81 134  66]
 [203  60 247 ... 236 227 181]
 ...
 [126 221 239 ... 247  84 115]
 [111 247 165 ... 182  10 245]
 [108 165 212 ... 240 194   3]]"
easy_165_1010.jpg,"[[127 221  21 ... 119 175 115]
 [ 41  62 115 ... 135  14 245]
 [202 169  50 ... 132 174  78]
 ...
 [179  70  64 ... 139 121 132]
 [ 19  89  23 ... 184  49 124]
 [139  95 102 ...  60 121 221]]"
easy_166_1100.jpg,"[[120  57  59 ... 147 198 243]
 [132  42 221 ...  65  65 160]
 [ 87 161 165 ... 103 214 100]
 ...
 [166  40 250 ...  92 125 199]
 [ 42 233  48 ...  12 222 206]
 [231  74 232 ... 221 242 196]]"
easy_167_0110.jpg,"[[ 43  97  34 ... 174 126 212]
 [116  57 170 ... 122  86  91]
 [ 41 239  97 ... 190  82 252]
 ...
 [ 41  16  33 ... 140  84 248]
 [ 17 143 107 ... 138 240 168]
 [107  18 102 ... 134 127 221]]"
easy_168_0010.jpg,"[[122 169 186 ...  10 236  74]
 [221  38 213 ... 243   2  32]
 [101 118 237 ... 123 114 245]
 ...
 [ 52   9  73 ... 139 112 160]
 [ 39 118 109 ... 251  16 209]
 [171 155  66 ... 142 121 157]]"
easy_16_1111.jpg,"[[ 56  45   9 ... 115  78 218]
 [146 151 122 ... 134 167 223]
 [220  94 247 ... 243   6 113]
 ...
 [ 98 189 166 ...  76 222 238]
 [197 144 189 ... 225 129  51]
 [  2 185  50 ...   4 165 175]]"
easy_17_0011.jpg,"[[162 142 107 ...  74 241 136]
 [218 186 150 ...   4 143  15]
 [112  34 198 ...  42 122 132]
 ...
 [ 51   7  66 ...  76 248 140]
 [  1  53 213 ... 170  66  56]
 [ 26 156 239 ...  64 165 122]]"
easy_18_0011.jpg,"[[ 65 231  30 ... 242 195 129]
 [ 69 155 237 ... 242 211 121]
 [ 21   4 235 ... 248 245 100]
 ...
 [134 249  61 ...  88 181 211]
 [218 219 118 ...   4 175 223]
 [254  84 240 ... 127  94  70]]"
easy_19_0111.jpg,"[[  2 158  18 ...   4 173 143]
 [ 92  62 255 ... 243   7 115]
 [ 59  74  98 ... 175 120 213]
 ...
 [151  79  67 ...  95 163 140]
 [137 148  63 ... 192  33 241]
 [155  60 189 ...  76 181 251]]"
easy_1_1110.jpg,"[[138 144 178 ...   4 173 159]
 [221  93 255 ... 251  69 123]
 [154 222 111 ... 188 124 121]
 ...
 [ 75 119 125 ... 214 199 241]
 [ 90 150 110 ... 140  61  91]
 [ 88 217 127 ... 130 165 121]]"
easy_20_1111.jpg,"[[109 229 216 ... 115 202 134]
 [175 204 228 ... 212 217  14]
 [122 191 228 ... 254 222 127]
 ...
 [ 61  67 111 ... 187 112 241]
 [ 63  89 122 ... 174 124 240]
 [ 53  67 111 ... 187 112 245]]"
easy_21_0011.jpg,"[[ 15 223 236 ... 255 184 209]
 [ 33  79  75 ... 186  90 168]
 [216  48 189 ...   0  71 123]
 ...
 [203 147  59 ... 134 165 255]
 [187 169  98 ... 142 124 222]
 [ 58 155 228 ... 252 188 223]]"
easy_22_1010.jpg,"[[ 95  60 247 ... 245 185 117]
 [187 203 108 ... 174 120 221]
 [ 31 115  67 ... 183  43  85]
 ...
 [  3 250 191 ...  28 167 255]
 [ 17  11  67 ... 169  49 177]
 [205  12 237 ... 241 193 112]]"
easy_23_1100.jpg,"[[218 236 103 ...  85 247 254]
 [ 58 168  18 ...  12 110 138]
 [ 75 248 246 ... 127   9 206]
 ...
 [214  78 238 ... 253  53  67]
 [ 11  28 111 ... 143  33 253]
 [115  52 109 ... 232  86 115]]"
easy_24_0011.jpg,"[[123 183 107 ... 166 244 123]
 [213 237 221 ... 243 203  24]
 [228 117 237 ... 251 214 243]
 ...
 [135 132 122 ...  69 173 198]
 [146  28  46 ...   8 181 218]
 [  2  19 110 ... 238  61 215]]"
easy_25_0110.jpg,"[[ 71 127 131 ... 117  51 221]
 [ 44  67 114 ... 175 124 130]
 [ 88 144 158 ... 128 134  43]
 ...
 [226 176 188 ...  12  94  95]
 [ 55  89 111 ... 191 112 253]
 [ 34 237  66 ...  30 240 140]]"
easy_26_1100.jpg,"[[ 93  84  21 ...  81 129 113]
 [252  48 249 ... 255  78  91]
 [227 179 238 ... 108 250 222]
 ...
 [ 59 241  97 ... 142 118 238]
 [211  27  63 ... 128  33 121]
 [  2  34  26 ...   8  37 207]]"
easy_27_1000.jpg,"[[107 157 123 ... 220 214 251]
 [  1 235 251 ... 147 107 141]
 [148 205  93 ... 251 240 160]
 ...
 [ 81  87 111 ... 184 240 121]
 [138 177 176 ...  12 157 222]
 [122 182 238 ...  36 126  94]]"
easy_28_1100.jpg,"[[ 82   1  83 ...  10 113  34]
 [ 66  18 210 ...   8  97 134]
 [183  97 106 ... 138 123 132]
 ...
 [ 13 167  48 ... 205 235 133]
 [143 143  36 ... 140 185 205]
 [ 48 207  76 ... 154 188 219]]"
easy_29_0011.jpg,"[[  5 236 233 ... 217 115 160]
 [  5 146 155 ... 128 129 145]
 [148 188 165 ... 113  54 226]
 ...
 [107 145 112 ... 142  92  95]
 [ 35 247 106 ... 140 253 223]
 [ 56 150 122 ... 172  92 123]]"
easy_2_1111.jpg,"[[ 42  93  50 ...  14  55 211]
 [ 25  66 134 ... 182 172 101]
 [  4 147 252 ... 200 197 161]
 ...
 [239 161 134 ...  37  59  22]
 [154 176 114 ... 132 127 223]
 [122 185 244 ...  12 110  87]]"
easy_30_1001.jpg,"[[ 34 168 159 ...   8  67 187]
 [210  76 150 ... 112 163 138]
 [167 123 232 ...  61  94 214]
 ...
 [ 27 105 106 ... 166 123 228]
 [104 176 188 ...  68 143 106]
 [ 27 217  58 ...  14 189 219]]"
easy_31_0011.jpg,"[[163 179 252 ...  10 195 185]
 [ 86  97  82 ...  51  39   2]
 [ 62 173 246 ... 124 223 142]
 ...
 [ 80  41 187 ... 160   7 226]
 [124 225  48 ...  27 222 134]
 [ 10 175 156 ...  76 173 207]]"
easy_32_1100.jpg,"[[121 159  99 ... 174 218 124]
 [126  48  98 ... 143 118 246]
 [  2 176 178 ...   5 165 215]
 ...
 [248 176 189 ... 128  70 123]
 [ 20 244 249 ...  91  37 178]
 [ 92  49 121 ... 162  71  49]]"
easy_33_0010.jpg,"[[205 123 189 ... 252  67 123]
 [ 10 184 190 ...  12 173 223]
 [ 73 142  95 ... 128 194  41]
 ...
 [201 160 220 ... 192  67  40]
 [182 206 238 ... 255 244 211]
 [166 191 173 ...  75 149 211]]"
easy_34_1100.jpg,"[[ 92 185 189 ... 115 199  58]
 [188 148 252 ... 249 226 163]
 [167  68 103 ... 223 240 228]
 ...
 [182 114 235 ... 221 246 213]
 [ 78 199 251 ... 215 245  83]
 [ 27  19 210 ... 132 169 157]]"
easy_35_0110.jpg,"[[248 207  28 ...  28 156  42]
 [177  89 115 ... 187 116 249]
 [ 54  96 227 ...  62 118 246]
 ...
 [191  71 102 ... 255 122 213]
 [120 185  49 ...   7  70  59]
 [137  90 125 ... 157  81 249]]"
easy_36_1111.jpg,"[[ 14 148 109 ... 207  84 243]
 [ 42 176 168 ...  12  30 223]
 [167 131 236 ... 143 217 197]
 ...
 [161 221  85 ... 152 208 172]
 [ 37 201 253 ... 219 240 170]
 [125 149  69 ... 227 224  48]]"
easy_37_0010.jpg,"[[ 18 223 106 ... 154 253  25]
 [ 81  77  47 ...  83  53 105]
 [ 34   9  63 ... 120 116 106]
 ...
 [134  93  27 ...  89  45 155]
 [124 179 232 ... 143  92  91]
 [200  16  23 ... 133  41  59]]"
easy_38_0010.jpg,"[[255  98 227 ... 247 114 245]
 [223 116 230 ... 221  57 215]
 [ 11 150 127 ... 138 241 121]
 ...
 [218 220 126 ... 124  53 123]
 [ 11 149 109 ... 138 245 121]
 [174 104 160 ... 253  30 214]]"
easy_39_0011.jpg,"[[120 224 127 ... 136  86  42]
 [207 100 236 ... 240 145  40]
 [ 88   3  23 ... 138   1  40]
 ...
 [ 39  12 110 ... 235 120 132]
 [ 50 128 214 ...  14 254 138]
 [ 65 138 151 ... 160  33 168]]"
easy_3_1100.jpg,"[[ 37 181 245 ... 255 208 181]
 [ 44  50 244 ... 140  68 163]
 [107 219  98 ... 150 251 253]
 ...
 [220  14  63 ... 163  68  33]
 [187  94  99 ... 187 112 241]
 [117 113  26 ...  43 123 131]]"
easy_40_1111.jpg,"[[  5 136  87 ...  11  33 160]
 [102  31 252 ... 248 117 161]
 [105  38 212 ... 248 203 133]
 ...
 [134 191 164 ... 116 189 223]
 [ 61 207  66 ... 255 248   4]
 [ 41 153 149 ... 248 193 249]]"
easy_41_0001.jpg,"[[118  91 234 ...  55  55 223]
 [ 29 159 233 ... 243 232 185]
 [103 141 132 ... 127 217  76]
 ...
 [ 80  89 254 ... 242 102 123]
 [127 223 226 ... 246 110 125]
 [207 176 237 ... 163  55 113]]"
easy_42_0001.jpg,"[[ 90  41  98 ... 134  47  76]
 [ 88  24  59 ...   0 103 106]
 [ 53 207  99 ... 187 240 164]
 ...
 [153 151 111 ... 128 161 121]
 [ 56  73 106 ... 191 126 202]
 [ 56 203  10 ... 163  52 120]]"
